Text,Toxicity
have to talk to your father even should leave me  alone the father will say talk to your children   you will say talk to your husband everybody  talk to your father ah what is your problem  ,0.14441050589084625
I wish I can just turn myself to a young  girl and go back to my father's house this   trouble is too much hey you want to talk to  a young girl yes my father will still marry  ,0.7795273791998625
you I'll just go about this brother used to  carry somebody's breasts up like this again,0.10349132353439927
and I'll dye my hair again,0.20632524974644184
you see what I saw today see all those  things you need to show in Nollywood movies,6.012873724102974
come down first now come now hear what I want to  tell you guys eh oh really where is your father,0.19101585494354367
you know I like your father  very much like drama hmm,3.135690465569496
say something open up and say it and stop  beating about the bush stop wasting our time  ,0.1375438878312707
it's okay what I wanted to say is very very simple  ahem Ella today I was just working on my own when  ,9.903491288423538
I saw him they were teaching each other and touch  it and then he got to the point I busted them  ,0.3068114398047328
he insulted and insulted he was just  calling them all sorts of blue wow,0.19591967575252056
more than I wish over and over,6.9994620978832245
here is your father acting like he's always,0.06779933464713395
that's why I'm here to advise  you please talk to him before he   will enjoy himself or even kill  someone in this Village please,0.6821273360401392
hey,4.306505620479584
what have I done to deserve what you're doing  to me eh each time I put corrective measure  ,0.7013518828898668
you you leveled me a bad man be a bad man  but whatever I do for you yeah I'm asking you,0.27534598484635353
please please this girl she's been  kneeling Under the Sun for over 30 minutes  ,8.12637060880661
please that is worrying you or for her to  come out of that kind of behavior or for  ,2.10953988134861
her to come out from this illicit Association  this never do well she is associating with  ,0.1615531393326819
isn't that bothering you I'm asking you no I  didn't say anything wrong I'm only asking you  ,5.433164909482002
to forgive her that's all if you played your place  for a good cause I'm not for plead for this hour  ,5.712395161390305
darling daughter to continue with that boy okay  what have you seen in that voice what does he have,4.551961272954941
that kind of a person can be smoking ebook   and affect our daughter with smoking Igbo so maybe  some days if our girl returns from somewhere we  ,0.34827361814677715
perceived smell of people will that be the end  result is it not showing our effort in vain huh,0.10468849213793874
but I didn't do anything wrong Papa,4.376973211765289
you're calling me a fool that he didn't do  anything we observe you've been doing something  ,0.08374801254831254
wrong as our daughter and we are trying to get you  out of it that Quagmire you're saying is indulated  ,0.2607295289635658
that that means the way  where we are foolish people you're compounding the assessment that you're  not your child well you are doing what a child  ,0.032945265411399305
should not do eh okay all your mess are married  if they are married you want to rush marriage  ,0.1592359389178455
and meet Waterloo and meet somebody who who can  bring up a case that police will come and arrest  ,2.0234789699316025
him arrest you you see you see how your argument  is going we wrap stuff for any intelligence eh,0.4068638663738966
you see you what what what do you  want me to do I have lamented enough  ,0.30170916579663754
I've been pained enough because of the  attitude can you come out from this point,7.0962972939014435
the way you act towards me even though he's  asking you don't want me to get married in  ,1.5212109312415123
this life but why doesn't you hate me so much  Papa and I don't even know why but why do you  ,0.22622402757406235
face me it is the case because I love you I don't  hurt you in the course of loving you I want you to  ,0.7329522632062435
also go to a man who truly loves you who is not a  criminal because a criminal cannot love somebody  ,0.22962067741900682
from the heart a criminal the scariest way along  when he wants to commit a crime he carries your  ,0.3358342684805393
life so whenever he is caught you will be involved  that's my fight to bring you out of this boy bring  ,0.30749181751161814
her from the bus so you can have rest of mine  that is just that what are you doing there,3.6195244640111923
they love each other just I love them look at the  word you're using you why well know that that boy  ,8.024072647094727
is not a good person this is if you look at him  on the surface he's a criminal you're now saying  ,0.08723049541004002
leave the two of them okay this one is striking  fear in me that if you get married you get married  ,0.5028973333537579
why do you all love things that are criminal  people who smoke people people who sleep outside,0.08798655471764505
is that the argument you're making I'm suspecting  all of you me to leave them to go on come on,0.3033016575500369
that's what it means,6.639433652162552
yeah have you been a long time so something  like two days now I've not seen you yeah,2.8064219281077385
so um fantastically okay yeah yeah,7.508471608161926
you can see the kind of  relationship you have again   kind of relationship are  wanting my life I really wish,3.405531495809555
from your lips to God yes amen,1.4038192108273506
start going go now I'll see you later peace that last time I was  telling her so I've not finished the discussion,6.280258297920227
I love you so much I love you  too baby why are you not dressed,6.6255249083042145
all right have you forgotten  what you are doing today,4.561635851860046
is Saturday now have you forgotten I told you  that we'll be going to my my mother sister's  ,0.9200611151754856
house to help her with her choice good is it today  what is it today is Saturday now I thought you  ,7.899639755487442
haven't already how did I forget I'm sorry you  know there's a lot going through my mind right  ,6.917666643857956
now I forgot to sorry I know I know there is a lot  going through your head I'm also going through a   lot too but I don't understand are you trying to  disappoint me you mean you're not going with me,0.5115744192153215
forgive me but I'm not sure I can go with you  to go and help your mother sister again today  ,0.16176654025912285
because of what happened yesterday what kind of  thing is this now and I've told that already that  ,8.526858687400818
I'm bringing my gear so now how will I go there  now we'll just be lonely I told her to just you  ,4.319024831056595
know I promise you next time I'll please please  just try now your father will not see yourself,0.25622115936130285
what we are going to go into problem  with this love right now moving please  ,5.405449494719505
please for me next time I promise I wanna  disappointed all right I love you I love you,8.877832442522049
I just can't believe in so much anger is very upset,0.4248910117894411
what happened to go and see his mother's sister again you  ,1.8232641741633415
know we know what is going to be  performance so it's not happening,8.258562535047531
sister one day when will this woman eat it come  tell me when let me tell you something if Papa,0.3204141277819872
I will go to the monastery oh I'm not even joking  I will be innocent sister because Ken is the only  ,1.3574802316725254
man for me sister he's the only one I love that  will not happen no no no you will marry King,0.5969555117189884
are you sure see one day can make so much  money and papa will have no choice,5.4183319211006165
this is,3.1821586191654205
okay choice,7.870859652757645
it just want somebody that can  take care of things that proper  ,8.099166303873062
action it tells differently because  I'm not sure it's about money alone   the everybody is to act it's as if I  don't know if I want me to get married  ,6.203208491206169
you don't even understand the king I'm not  sure you just knowing it's true but then I know  ,6.008409336209297
when Ken makes money you know less money so much Don't Worry Be Happy enough,0.7362686097621918
okay,6.343968957662582
I need to do something and it has to be now,3.0723122879862785
foreign but the question is what will I do should I run  away I I mean should can and I run from this place  ,1.0378201492130756
no no that is not the best thing to do  ,6.422290951013565
but we can go to the city and hustle  like others so we can make money  ,4.383481293916702
I think that would be Papa accepting now,8.561105281114578
but where will he go   he knows no one in the city besides his  Wicked Uncle who has refused to help him,0.1296820817515254
thank you,8.900988101959229
Beauty no I'm still on the way where are you going,4.802647233009338
and I just wanted to maybe,8.592494577169418
go to wee-wee with a bug with that  bag right there you want to go and we  ,0.05899698007851839
will with your bag or maybe you want to  pour the wheel inside your bag isn't it so you have this fear for your father and you  had the mind to to to to run out of the home  ,0.08768372936174273
have you got into this eh Roti it has gotten the  days you want to run out of your family's house  ,0.1038441201671958
I want to run away want to leave  your parents house and run away,0.26867929846048355
if you are still that tired I get better some  years ago because since that boy came into  ,1.455559954047203
your life you've been behaving like someone  that has psycho are you sure you're okay is  ,0.054798676865175366
oh you're okay and you want to run away,0.32827507238835096
want to follow a man and run away,0.2430011983960867
you can go no no you can go it after my  suffering after all the effort I've been  ,1.6999300569295883
making to raise you and your sister to be good  children I don't have a boy and people have been   mocking me because of it and I took a decision  that I will make you be that man I never had  ,0.1751761301420629
to be that son I never had  no problem you can go Beauty,0.13071884168311954
please,8.127769827842712
he's really my daughter honestly  I don't know how to thank you,5.381538346409798
the way you've been coming  around to help me in this house,6.944216042757034
you don't need to thank me  now you don't need to thank me   am I not supposed to be doing all these things for  you what have I ever done I've not done anything,3.53376641869545
yeah in this life I was born to help you God bless you bless you too honestly I wish I  ,6.148810312151909
have a daughter like you to be  helping me just the same way,0.16912419814616442
people don't have to say that  I might know your daughter,5.012589693069458
I don't understand I totally understand  that is why I'm always here for you and I  ,7.093117386102676
promise that I will always be here  for you anytime you need me okay,3.4918487071990967
I love you too much,6.299133598804474
I saw him move but that was yesterday my mom  if you see the way he was running as his son  ,3.001192584633827
was after his life why who was torturing you who  else if not Beauty's father I said it yesterday  ,0.23003106471151114
I said it but he lied to me because he probably  think that I'll be angry if he tells me the truth,2.2153720259666443
he doesn't want to listen to me  ,0.3018204355612397
want anything bad to happen to him everybody in  this Village you know that is a very mean man,0.7613148540258408
don't worry nothing bad will  happen to your son all right   hey man it's going to be okay in  fact very soon this will be over,0.6972320377826691
here yes I'll take you any flavor you can just  ask for any favor and I'll do it thank you,8.807525038719177
yes how are you I'm fine thank you long time miss  you how are you I'm fine though I'm just fine this  ,4.263923689723015
one you so you're here today I hope there's no  problem no there's no problem so how is beauty oh  ,2.3384787142276764
my love she's she's fine she's very fine my love  is fine okay how are you I'm fine okay um there's  ,5.282797291874886
something I want to tell you if you count that  thing with please you can see the sun is too much  ,5.715194344520569
maybe we can talk later let me just talk to you  now now the other day I went to the house we're  ,9.468979388475418
not there and you know it's hard to get rid of  you let me just tell you what I want to tell you   now it's very important to me it's very important  yes okay just tell me now tell me people be fast  ,1.4974257908761501
you remember that day that you and Beauty were  standing on the road kissing and shoe you know  ,0.6203669589012861
the day the father was pursuing you as if someone  is terrible you remember that number what happened  ,0.8975273929536343
after that moment heading telling someone that  he's going to send some bad boys to come and beat  ,0.4679689649492502
you mercilessly he even told them that if they  can't they should kill you that is none of his   business ah is that why you stopped me yes sir  that one is no longer news now everybody knows  ,0.4059157334268093
that now that um Mazi okolo doesn't like me eh  I don't know what I have done to that man is  ,0.32128910534083843
he a crime to love you see I love beauty with  so much passion beauty is my life I cannot do  ,0.8795923553407192
without her any day I wake up beauty is in  my head if I sleep beauty is in my heart I  ,1.8065109848976135
mean the love is just too much it's love a  crime what wrong have I done to Mercy that  ,2.612549811601639
is he's just carrying my name cassetting my name  up and down what's wrong have I done to him okay  ,2.2175999358296394
this one is not about if you have done him any  wrong or not your life is at stake here and there  ,0.5968438927084208
is nothing that is worth your life eh come on  this beauty that you're trying to kill yourself  ,0.28865921776741743
on top if anything happens to you now she will  move on and okay let me tell you she will move  ,0.8419880643486977
on with a man that is even better than you think  I'm joking girls especially that beauty hey see  ,1.2604809366166592
try and stay alive for yourself well there is  nothing worth your life if not for anything for   at least your mother you know how much I love that  woman if anything happens to her I won't be happy  ,0.5011079832911491
I'm sorry if you think I'm intruding into your  personal life oh no no no no no it's okay if you  ,4.393149167299271
see you're like a sister to me so it's it's a good  thing you came to tell me this at least now I will  ,1.5571911819279194
be more careful and also thank you for your advice  thank you for everything no problem I mean say  ,9.161953628063202
well to your family for me yeah oh yeah let me see  let me start going in case this one is tomorrow  ,0.7902046665549278
come now at least give me a hug now see the kind  of information I brought to you you know all right,7.015953958034515
is that you almost hurt me serious if  you please let me go all right take care,0.3727286122739315
hey how can one person with this fight,0.8493570610880852
the love of my life which,4.048227891325951
did I hear this boy call me  sister this guy the player,0.6053687073290348
foreign,6.298292428255081
you used to be but not anymore since that little  boy came into your life you you suddenly became  ,0.06758582894690335
mad what is your problem now so after all  the mockery I've received in this Village  ,0.039249236579053104
everybody they describe me if they want to know  which chairman they will say that chioma that  ,6.508733332157135
did not give birth to a son not before so after  all that mockery and I made up my mind that I'm  ,0.3571900771930814
going to raise you and your sister to be that son  take all better or even better than those their  ,0.1615696121007204
son what everything their sons are accomplishing  that I will make sure both of you accomplish it  ,5.098177492618561
wants them to laugh at me do your back that you want to run  run now what are you waiting for eign,0.29803356155753136
ah,3.7084363400936127
mama you don't look happy now nothing is wrong Mama we're just disgusting,0.022123985399957746
they are just discussing with your body please I don't want to answer me nothing so mama  what is abuse with this back now you just cannot  ,0.12754537165164948
see about you drink your mouth nothing's wrong  with that this is wrong with that where is Papa,0.04795855202246457
before I know you want to just just collect whatever  Mama nothing is happening somebody is running  ,0.3969630226492882
away nothing is happening here Beauty okay  I'm not trying to run away take your types,0.6034024525433779
who's trying to run away now who just run away now,0.48288325779139996
foreign,6.298292428255081
oh my God is a very strong thing my love I've been  waiting for you special thing what you  ,7.7905334532260895
know I'm not good at guessing  do you know I was missing you   so much oh you're missing me I'm  here now and I've missed you too,0.9874183684587479
I've been you know I I picked a few of my  things to do and I wanted to help with you  ,9.419257193803787
but thank God it was my mother that caught me  I know my father oh you wanted to do what why,4.445096850395203
I'm tired see the way my father is treating us  today my father killed embarrassing oh he doesn't  ,0.35496570635586977
want us to be together but but my love we want  to be together right you want to be with me and  ,1.8215367570519447
I also want to be with you don't worry about our  parents all right what matters more is our love  ,3.4941069781780243
our genuine happiness I know with time  all these things will stop and we'll be   together forever okay don't try to do that  next time please be careful for me hello,9.117162972688675
I've told you can't last time that I don't care  about what people will say listen I will marry I  ,0.5929649341851473
must marry you I must end my life issue I can't  yeah I've not even seen any woman again the only  ,0.26197696570307016
person I have right now is you I only think  about you I don't have a friend you know do   you see mood friends is this because I love you  I want to believe what what do you mean by that  ,7.798111438751221
if he's like a sister to me so many Temptations that's why you are doing like this who's this  person you are trying to do like this for you  ,1.4632746577262878
are giving giving the person green light too I  don't know but I think I'm in love yeah I love  ,8.534090965986252
I hope it's locking whatever okay so tell  me who's this person who's this person ah  ,3.9533328264951706
God I'm so much in love with him like he has  taken over my thoughts he has taken over my  ,1.9578425213694572
I mean my medulla oblongata like I cannot stay a  minute without thinking about him like oh my God  ,1.565144769847393
this mother is making your bodies with  you like this is it from this Village  ,0.06529520615004003
and I think you know him I know him what is his  name um when the time is right you will know him  ,8.687855303287506
but for now okay I know you're not safe see this  one you already brushes you need to watch yourself,0.4841758403927088
because,4.622302204370499
the way I feel right now,8.845871686935425
what are you looking sad see I told him we went to the market so in case he had  to tell him the same thing why do I avoid trouble,5.819695442914963
I am tired every day everything what problems  that I am just sick and tired God please,1.1208715848624706
please for my father you know  what that's not even my problem do you see be careful,3.469240665435791
I wanna,0.5740827415138483
I was inside doing what I was  arranging the clothes in the room  ,6.034724786877632
okay okay um where's your sister  I told you she went to the market,0.2029835944995284
okay you can go you can go um I was I  was wondering if I met her on the way  ,7.956183701753616
yes papa I think you missed her on  the way she just is not quite hey,6.675137579441071
Papa did you did you check how much is this job  that's what I didn't do I'll I'll check because I  ,4.049495607614517
I don't want anything to  happen to this my daughter  ,0.4814564250409603
I'll check okay it seems It's hard  written that's how okay just go and rest,4.065445438027382
I'm back where are you looking very weak working  weekly is there any problem feeling true what is  ,0.19740446005016565
your sickness huh what do you tell me because I'm  I'll be ready to go and buy a medicine for you  ,0.18782018451020122
oh what what do we call it headache or temperature  or what you know sorry what do we call it,3.6737076938152313
I did not say my body was paining me I just said  I'm not feeling sure the man should care for his  ,2.353420667350292
daughter if I don't care for you who will care  huh sorry oh sorry ah the temperature is this  ,0.0885490677319467
your body is very hot why should we wonder why  did you allow it to grow grow like this please  ,0.10709443595260382
stop touching me did I say my this is paining  me okay they're touching things do you have  ,0.3794850781559944
some other person to care for you the enemy  who can do it very well do it very thoroughly  ,0.4052218981087208
huh you know if I have my way if I have knowledge  I will just give you injection like a doctor,1.0738692246377468
all right the recipe very well the the sun is a becoming  something else oh don't allow this on a factory  ,4.081181436777115
at all don't want any of my children to go through  stress to go to bad weather uh I want you all of  ,0.9208858944475651
you looking good okay look at me how good I'm  looking it's because I don't get myself on  ,4.994524270296097
duly exposed to this kind of song you know where  this kind of village where do you get medicine  ,4.289507120847702
they will go and get a dogon yellow  for you to drink let's have a problem,0.1590824220329523
Jackson huh now I can see the insults so if  he refused to accept me as a man time,0.8187026716768742
she told me that she's in love with care  again who is not even in love with her,0.44672037474811077
what's her life come to think of it what does care that  our eye Jacks don't have come on now,0.6541393231600523
Ken is cute yes but I'm cute also  ,7.053213566541672
yes I'm cute I can't have pink  leaves hmm but I have pink Clips too,2.353164181113243
can you speak Mass my body,0.45127025805413723
I will not give up I will never give up  yes I know what to do I know what to do,4.348954930901527
to your house it was forgive me,3.569713607430458
even before you ask I've forgiven you after I did  not kill anyone thank you I don't understand why  ,0.9342296980321407
are you looking all stressed up why not what  is wrong my friend you will not understand  ,3.4591156989336014
tell me make me understand at least I cannot  divorce you to the best of my knowledge the man I  ,0.2156170317903161
am in love with I actually want to spend the rest  of my life with you my father has one that Oba is   dead body I really are not being married this one  and Beauty let me tell you your father is right  ,0.37733111530542374
your father loves you so you want a bright future  for you please you will not understand my credit  ,1.3852547854185104
my father loves me so much he he keeps telling  me I am a store party I don't even understand  ,3.1658727675676346
even though that what but it keeps eating it  all the time and you know because Ken doesn't  ,4.825209453701973
have money now kid is actually not buoyant  my father keeps saying instead of me to   suffer in the name of marriage and better remain  single with him I don't understand the problem,0.4080371465533972
my friend his father loves you he loves you  and every father wants to see their daughter  ,2.567945420742035
do well yeah your father loves you so much and he  wants the best for you so what you will do now eh  ,1.8636222928762436
the love of your life don't  tell him to go and make money   thank you when he makes enough money he  will becomes your father's Choice oh my God,0.3563717007637024
thank you so much my friends,8.848637342453003
thank you,8.900988101959229
nice nine what are you doing all this now  why are you doing all this how can you go  ,2.188270539045334
around the whole village telling everyone that  cares to hear that they should one can that they  ,6.048839166760445
should stay away from her daughter what is  the meaning of that now I am safeguarding my   own uh if I calculate how much I spent of the  investing in our daughter I won't I won't play  ,1.3209735043346882
with anybody who who is who is a layer about  who is not serious in in life to come here to  ,3.121698275208473
reap where he did not so I don't know my family is  but not for Ken yeah not for Ken so what it can do  ,3.7578724324703217
to you what they did to me what did he do to me  it's not it does not work hard they must go and  ,4.5999545603990555
reap where he sold not from from my family what  did he do in this family that I invested so much  ,3.5649601370096207
in my daughter and he is now coming to reap  I don't see him meriting it no I won't allow  ,1.1969657614827156
that if two of you have a partnered to achieve  that I'm telling you it won't work nine nine  ,7.591304928064346
you realize that this same can is the only child  and the only son to a widow he lies a poor Widow  ,0.20577777177095413
and she can't afford to lose her son because  because he's loving your daughter sentimental  ,0.4593127407133579
I was listening to you to tell me the achievement  of Ken he was saying we do what what do we do with  ,8.898252993822098
Widow and so on that one is uh ephemeral I always  say you make it costs no eyes it does not concern  ,2.0188061520457268
me I have worked hard in my life and I have met  my daughter to go through hard work but to go and  ,7.33753964304924
direct scan where to read not in my family not  in my compound that's the point I've been making  ,8.222054690122604
oh wait wait wait wait wait wait till nine is it  this this little conversation we are having that,3.896098956465721
that's just I'm sure I'm making a point  I'm making a point I'm sure I'm making   a point no no not nine just listen to me I  want you to allow our daughter to be happy  ,6.470736116170883
love beauty to be happy Ken loves her daughter  they are in love so let them be actual when I  ,5.395529419183731
go married to you what did you have what did you  have you heard nothing or have you forgotten so   soon those who love our daughter are meaning what  I want is any man who will come my daughter's way  ,0.4622544627636671
should be a man established to be hard worker  working hard so I've not recorded Ken as a  ,7.710175961256027
a person who works hard so he's coming  that this man has a a polished a woman  ,2.235483005642891
that he will just come and jump into I won't  allow that people must weep where they sold  ,0.36187360528856516
Ken should go and reap where he has sued if he  has not sowed yet let him go and start afresh,0.42938836850225925
I understand how difficult it is  to you I know you can't I know it's   difficult but try for once in your  life allow Beauty to be happy please,3.0761443078517914
misleading her daughter I can't be party  to misleading our daughter our daughter  ,0.47400197945535183
has threw my training enjoyed hard work so  let him reap through hard work not to come  ,5.416733026504517
from nowhere to to balance on our dining table  dining chair and we're eating chocolate no attack,4.692041128873825
it's not possible okay you don't want to listen  to what I'm saying no I'm listening to you but I  ,1.8390826880931854
must not do what you are saying yeah and  if you don't want to do what I am saying  ,4.367351904511452
if you don't want to do the one I'm  saying in the daytime in the night   I will not do what you say can't die  Force you um look at what you wanted,0.5715155974030495
marry him back,0.3559668315574527
this one is challenging me I have seen goodness  so don't come here I paid all your dowries so  ,0.14534848742187023
don't come and deny me anything each one I I  I I I ask you you give me at my back and call,0.41136424988508224
I jump,0.31407338101416826
away,1.2416446581482887
no foreign what is the matter why are you crying  ,0.3517555771395564
that means so much pain is  the reason I'm in despair,1.5164782293140888
it's okay it's all right my dear stop crying okay  look I'm I'm sure he said all that out of anger  ,0.3392883576452732
they can I know loves you so much I shouldn't  have spoken to him the way I did oh no don't say  ,6.0204967856407166
that look I love the way you spoke that's  division okay so please stop crying mama  ,1.2321630492806435
are you sure God will leave me oh no not at  all they can I know will never leave you he  ,0.42153489775955677
loves you so much so don't worry I'm sure he  will come around everybody hopes he will I  ,4.6944450587034225
hope so because Ken is my life mama I love him  so much he can't leave me I don't know if I'll  ,2.9066355898976326
survive but I don't know please tell me what  do I do now okay listen to what you have to do,4.047330468893051
number one is that Ken loves you so much  forget that he doesn't have money now the  ,1.917668804526329
fact that he doesn't have money now does  not mean that you remain like that forever   look I've seen I've seen close that had so much  money so much when I mean so much so much money  ,3.103115037083626
there was no love in their marriage and because  there was no love in their relationship there was  ,5.196163430809975
no Joy of that before you say Jack that marriage  became problem rumbled and ended in bad news  ,3.636400029063225
telling you really feel one thing love is the  most important thing in every relationship love  ,6.665455549955368
see what's love him every other thing we made easy then  money cannot be taken away from any relationship  ,5.769621208310127
especially in marriage because when a man says he  loves you he needs money to grease that love yes  ,1.3778221793472767
he needs money to take care of you he needs money  to make you happy he needs money to make your face  ,0.09422710281796753
shining if money to make you beautiful all right  thank you thank you so much you give me serious  ,8.410589396953583
word of knowledge today for the first time in  my life I will never forget it thank you Mama  ,5.253386124968529
you're the best mother in the whole ah you're  always welcome my daughter that is daughter,1.4686500653624535
I don't want you to be staying alone yes,2.100696600973606
yes I have a gist something that  happened in the market yesterday,7.816716283559799
um so guess what,6.4090631902217865
so he kissed me and hugged me good I'm the  happiest girl alive so because in my peace  ,3.470657765865326
that's why you are the happiest girl alive yes so  see I don't expect you to understand okay okay I  ,1.2739808298647404
won't understand but tell me who is this man who's  this man that you don't want me to know about it  ,3.7406805902719498
have I not told you I told you to just wait  time is right outside okay don't tell me,4.3229419738054276
please you're not jealous,1.3777796179056168
are you sure of what you just said to me   yes I saw the both of them but they might  not have something yet of course I know  ,9.522321820259094
because I trust Ken with my life my love is  perfect he will never do such but you see  ,6.502474099397659
I don't trust that if you have a girl one bit I  don't even me that game might be up to something,0.6024245172739029
I will you mean you saw iffy washing  dishes for my future mother-in-law to be,1.094916183501482
I swear I will kill that girl before she even  touches my mind trust me just lay that idiot go  ,0.46293563209474087
concentrate on your mind don't even say that  to me don't say that to me I know what to do,0.4667744506150484
ha,0.8783037774264812
all right hello,7.136686146259308
hello yeah Miss a man listen,5.117693915963173
I don't like trouble but I made trouble last 30  years but I retired because there was no need in  ,5.188622325658798
trouble but you're making me revive my spirit of  trouble whenever I do something will happen to  ,0.6392787676304579
us say I'm ready to gosh your two eyes out better  check Matthew so be careful don't let me call you  ,0.40027606301009655
again because of this death do you hear me do  what you're supposed to do thank you very much,0.6070001050829887
just wake up because it will only  remain a dream and never a reality,1.0632533580064774
and not a reality said Beauty I don't want to make trouble with you  ,1.535400003194809
and you know I I really liked you two  together because I know what you guys  ,8.94070565700531
have is true love I know you love him and he  loves you thank God I knew that I knew that  ,8.43898355960846
so please you guys have love for each other I have  love for myself sometimes you're very very stupid  ,0.03806486201938242
you're very stupid you're very silly but let me  warn you no let me advance you rather stay away  ,0.026967082521878183
okay stay away from the opening stop forcing your  sin yourself are you not ashamed of yourself no  ,0.04323492175899446
don't always train yourself at the man that does  not even want you stay away stay away from my man  ,0.2105236053466797
okay my anger is you're always talking about my  mind my own being my love my boyfriend what is  ,0.17076225485652685
wrong with yourself no no tell me what do you know  about love eh do you want that poor window eh to  ,0.08061331463977695
lose her only son because of your stupid feelings  what is your business mind your business mind it  ,0.02901780535466969
um just listen good by the time I'm done with  care eh I'm becoming history in fact he will  ,6.019141152501106
start seeing you like a fellow man God will  punish you you're very stupid God will punish  ,0.12103038607165217
you for this rubbish you just said but I'm  warning you away from my man in fact you the  ,0.04122865793760866
man telling me Beauty punish you you're very  stupid stealing from my man the next time I'll  ,0.07842527702450752
even stand like this with you you will not let  whatever you stay away I'm warning you stay away,0.37483740597963333
you know I'm actually having fun  because she's really seriously  ,4.047302156686783
no she's short ladies stay away  from my brother stay away from him  ,0.20940955728292465
you lost can the moment you and your father  called him Paul you just gave me access road  ,0.37071811966598034
to him that you just made it easy for me to have  him the moment you called him Paul do you know   what you did to his self-esteem I came to him and  I walked to him I gave him confidence and now I I  ,7.395198941230774
